Character|zh-CN
Ema|（奈叶香所在的处刑台之前应该是停在地下……想想地下有什么，应该就知道答案了……！）
Ema|只可能是魔法了吧……？
Margo|……现在亚里沙已经不在了，我想我们之中应该没有人拥有能伤害他人的魔法。
Meruru|而且奈叶香小姐的魔法是【幻视】……应该不可能伤到嘴里面吧……
Ema|（看来不是魔法……！）
Ema|（奈叶香所在的处刑台之前应该是停在地下……想想地下有什么，应该就知道答案了……！）
Ema|那个伤口一定是……用冰造成的。
Margo|你说……冰……！？
Ema|冷冻室里有冰被砸碎的痕迹，周围还散落着许多小碎片……
Ema|如果用像冰柱一样尖锐的碎片，应该很容易制造出伤口！
Margo|……确实，这样的话倒也说得通。
Margo|不过，艾玛……这和案件有什么关系呢？
Ema|冰与案件有关的原因是……
Choice|死因
Choice|杀人现场
Choice|推定死亡时间
Ema|（我听说过冷却尸体会让【推定死亡时间】变得难以判断……）
Ema|（但是尸体是在冷冻室里发现的，我也不觉得用那么小的冰块令尸体变得更冷有什么意义……）
Ema|（……再想想看，遗留的证据到底意味着什么……！）
Ema|（奈叶香的口腔内部受了伤……那么奈叶香的死因会是这个吗……？）
Ema|（不，这么小的伤口应该不至于致死……）
Ema|（而且就算伤口上有剧毒或病毒之类的东西，现在也没有条件调查……）
Ema|（……再想想看，遗留的证据到底意味着什么……！）
Ema|……冰揭示了真正的杀人现场。
Ema|奈叶香的枪留在了地下。我和可可都确认过了。
Coco|嗯、嗯……确实有……
Ema|而且奈叶香的尸体上有被地下的冰弄伤的痕迹……
Ema|奈叶香的私物在地下找到，而地下的东西又出现在奈叶香身上……
Ema|两件巧合加在一起，证明一切并非偶然——！
Ema|奈叶香是在地下冷冻室遇害的！
Margo|……但是艾玛，你的推理存在一个重大的问题。
Ema|重大的问题……？
Margo|刚才你是这么说的吧？
Margo|【在发现亚里沙的尸体之前，奈叶香一直在地下】……对吧。
Ema|嗯。奈叶香8点去了地下，然后，我一直在门口把风到10点。
Margo|……但是，艾玛。这个证词与我所知道的情况有矛盾。
Ema|欸……？
Margo|那个处刑台……是无法从地下一侧进入的。
Ema|你、你的意思是……！？
Margo|我刚才向典狱长确认过……
Margo|地下虽然有处刑台的搬入口，但似乎连典狱长都无法随意打开。
Ema|【连典狱长都打不开的入口】……？
Margo|它说那扇门是电脑控制开关的，而且大到人力无法打开。
Margo|当然，从昨天到今天这段时间没有留下那扇门开启过的记录……
Margo|如果大门有开启的话，会产生整个监牢都能听见的巨大震动，任何人都能察觉。
Ema|（处刑台的搬入口……是地下那扇【巨大的门】吗）
|魔女图鉴更新…
Ema|（那扇门……是在执行处刑时才会打开的吗。并且，处刑后会有巨大的震动……）
Margo|还有一点很重要。
Margo|艾玛把风结束时间是【10点】对吧？
Ema|嗯、嗯。
Margo|但是，亚里沙的尸体正好是在那时在处刑台上被发现的。
Margo|而且之后，处刑台附近一直有人。也就是说……奈叶香根本没有进入处刑台的路线。
Ema|这、这个嘛……！？
Margo|如果艾玛的证词是正确的，奈叶香进入了地下……
Margo|但是在地下一侧无法前往处刑台，审判庭这条唯一的路径也被堵住了。
Ema|（这、这是怎么回事……！？奈叶香是怎么移动到处刑台的……！？）
Ema|但、但是奈叶香确实应该去了地下……！我亲眼看着她下去——！
Margo|——艾玛的证词不成立。所以艾玛，你是在说谎。
Ema|……怎么会……！
Margo|如果你不认同……那你可以解释一下吗？……解释要有理有据！
Margo|艾玛的证词根本不成立。处刑台没有路径可以闯入……某种意义上，是个【密室】。
Margo|所以，艾玛说的一切全都是谎言。
Coco|话说回来，艾玛亲一直在说什么有不自然的地方……尸体嘴上的伤什么的根本不是什么大问题吧？
Coco|难道奈叶香不也是像亚里沙那样，被艾玛亲从处刑台转移到地下冻死的吗。
Coco|而且也没有其他说不通的地方了，直接认定艾玛亲是凶手也没什么不好吧？
Ema|但、但是！地下有奈叶香的枪……！奈叶香应该去过那里的！
Coco|枪这种东西杀完人后再放也是可以的吧？
Coco|……除非是艾玛亲你看错了。
Meruru|艾玛小姐……怎么可能会说谎……
Margo|谁知道呢？依我看，也可以说她为了脱罪而在拼命挣扎。
Margo|……我说，艾玛，这场讨论……还有继续的必要吗？
Ema|（看来我说的话确实跟证据不吻合……！再不做些什么，大家就会不再相信我，会把票都投给我了……！）
Ema|（只不过奈叶香之前一定是在地下……！地下肯定发生了什么事……！）
Ema|（现在，哪怕是一丁点破绽或线索……什么都行！）
Ema|（为了继续讨论……我必须指出矛盾之处！）
Choice|真的没人能进去吗？
|返回
Choice|没有说谎
Choice|时间对不上
Choice|子弹数量对不上
Choice|进入的人数对不上
Choice|枪不是事后放置的
Choice|没注意到奈叶香
Choice|没注意到凶手
Ema|真的不能从地下一侧进入处刑台吗……？应该有人能进去的吧，比如典狱长或者管理员……！
Warden|那么，这一点就由我来解释吧。
Ema|典狱长……！
Warden|处刑台装置的作用就是为了保障安全，将受刑的魔女隔离至地下防止其逃脱。
Warden|而要在处刑台和地下之间往来，就需要打开地下的门。
Warden|但是，除了【经审判的处刑执行】时，要打开那扇门需要各种批准……
Warden|所以这扇门连我也没法随便打开，就更别说在岛上的各位了。
Warden|即便得到了批准打开了门，那时整个监牢都会产生【巨大的震动】。
Warden|就算通过某种手段把门打开了，也总会有人注意到震动……况且，这次连开门的【记录】都没留下。
Warden|地下的门最后一次打开是在橘雪莉小姐被处刑的时候……
Warden|之后就再也没有打开过了，这一点我可以保证。
Ema|（那扇【门】没有被打开……那么奈叶香真的没有经地下前去处刑台……？）
Coco|……虽然你说这扇门没记录……
Coco|那其他的门呢？在路上的那扇门，有没有留下开启记录？
Warden|这个嘛，只有【地下的门】和【处刑台的升降】会留下记录。
Coco|哈～真没用～
Ema|（典狱长有可能在说谎……可就算真的是，我也没有证据否定这一点……）
Margo|怎么样？艾玛……你明白了吗？
Ema|我、我没有说谎……！相信我，玛格！
Margo|但是，艾玛，从地下的【冷冻室】是无法进入【处刑台】的。
Margo|也就是说，如果按照你的说法，奈叶香【今早起就在冷冻室】的话——
Margo|那她的尸体就【出现在了无法进入的地方】。这不是很奇怪吗？
Coco|……除了艾玛亲在撒谎，还有其他可能性吗？
Ema|（确实，有什么地方不对劲……！但是我真的没有杀害奈叶香……！）
Ema|（为了让大家相信我的陈述……我得找出案件里出现的不自然的地方……！）
Ema|不对，奈叶香应该是今天早上死的……！
Ema|无论怎么想时间都对不上啊！
Margo|艾玛，这个我们已经听过了。
Margo|如果想反驳的话……得提出新的观点才行。
Coco|如果只会重复同样的话，不如让鹦鹉来出庭好了！
Ema|（怎么会……！我觉得我至少比鹦鹉说得好一点吧……！）
Ema|（但是正如玛格所说，如果不从新的角度切入，大家就不会再听我的意见了……！）
Ema|（为了让大家相信我的陈述……我得找出案件里出现的不自然的地方……！）
Ema|奈叶香独自进入地下，却在遇害后才重新出现……！这完全说不通啊！
Coco|但那只是艾玛亲的单方面看法吧？
Coco|这种话谁信啊！
Margo|如果想让人相信的话……就拿出客观事实来吧，艾玛。
Ema|（确实……她们说得对……！）
Ema|（我得尽量提出客观事实才行……！）
Ema|不对，奈叶香是带着枪进去的。不可能是后来放在那里的。
Coco|那谁能证明啊？
Ema|这、这……！
Coco|要是光靠嘴说，我也能编出一堆理由来。
Coco|……艾玛亲，你很可疑！
Ema|（被直接怀疑了……！）
Ema|（不过可可说得对，在受怀疑的情况下，只说主观意见是没有意义的……）
Ema|（我得尽量提出客观事实才行……！）
Ema|我明白了……！奈叶香出来的时候我可能没注意到！
Coco|啊？你不是说你一直在【把风】吗？
Ema|虽、虽然是这样……！我只是说奈叶香有可能出来过……！
Margo|……就算她出来了，奈叶香也没有从处刑台进入的路线。
Coco|躲过艾玛亲的视线偷偷溜出去？你以为她是忍者啊！
Ema|（如果是奈叶香的话，说不定真能做到……！）
Ema|（但是我当时确实一直在看着入口……奈叶香没有从门口出来……）
Ema|（如果是这样的话，一定是发生了什么不对劲的事……！）
Ema|（为了让大家相信我的陈述……我得找出案件里出现的不自然的地方……！）
Ema|也许我……没注意到凶手……！
Coco|啊？
Ema|凶手一定是从我身边经过进入地下，然后杀害了奈叶香！
Ema|一定是这样的！
Coco|那么凶手就是隐形人咯。
Margo|说不定是幽灵呢。
Ema|你们两个真的相信吗！？
Coco|……怎么可能相信啊！笨蛋！
Ema|（看来这个说法太牵强了……！）
Ema|（而且，就算真的有人溜进地下，也无法解释奈叶香是如何移动到处刑台的……！）
Ema|（为了让大家相信我的陈述……我得找出案件里出现的不自然的地方……！）
Ema|……大家等一下。我觉得地下还有需要验证的问题。
Margo|哦？是什么呢？
Ema|那就是……子弹的数量。
Nanoka|我看到，过去监牢内的囚犯用魔法制作了这把枪，并隐藏了起来。所以，被抓来这里后，我马上就把它收走了。
Nanoka|这把魔法步枪可装填六发子弹，并且每天都会自动恢复一颗子弹。
Ema|在地下发现的奈叶香的枪上有发射过3颗子弹的痕迹……
Ema|但是只找到了2颗射出的子弹。
Ema|通风口盖子上有一颗，冷冻室的冰上留下的弹孔处有一颗……
Ema|那么，还剩下一颗去哪里了呢？
Coco|说、说不定她在别的地方开过枪呢？
Margo|……而且，在地下发现的两颗子弹是否真的是从奈叶香的枪里射出来的，现在还不能确定吧？
Margo|说不定那只是很久以前留下来的子弹呢？
Ema|（……我看到奈叶香进入地下时带着枪）
Ema|（枪里的6颗子弹，有3颗不见了，但现场只找到了2颗）
Ema|（那么，剩下的那1颗子弹很可能也用过了……！）
Ema|（那射出剩下那颗子弹的人……这个人就是）
Choice|一开始就少1颗子弹
Choice|奈叶香
Choice|其他人
Ema|（不，难道说子弹从一开始就少了1颗？这样的话就说得通了……！）
Ema|（……但是，这样好像／有点奇怪……？奈叶香的枪是魔法枪，子弹应该会每天自动补充……）
Ema|（如果是这样的话，那天早上就已经开过枪的假设好像不成立……）
Ema|（其他合理的可能性是……？）
Ema|（最后1颗子弹，说不定就是奈叶香对凶手进行反击时开的一枪……！）
Ema|（……咦？但是那个通风口很窄……应该没办法携枪通过吧）
Ema|（而且如果不通过通风口的话，也就没必要开枪破坏盖子了……）
Ema|（……也就是说，通过通风口的奈叶香在那之后应该没有带着枪……）
Ema|（最后1颗子弹是奈叶香开枪的假设好像可能性不大……）
Ema|（其他合理的可能性是……？）
Ema|……那个房间的通风口盖子上有枪击的痕迹。
Ema|大概那是奈叶香为了进入里面的冷冻室，开枪破坏留下的痕迹。
Coco|我们走的也是同样的路线啦。
Ema|……但是我觉得奈叶香可能把枪留在原地了。
Ema|因为通风口很狭窄，只够一个人勉强通过。
Coco|确、确实是那样……
Coco|但是冷冻室里不是还有一发子弹的痕迹吗？奈叶香的枪也掉在那里了……
Coco|那是谁开的枪啊！
Ema|嗯，所以那个是……
Ema|正常打开操作室的门，把奈叶香的枪带进冷冻室的【另一个人】开的枪吧。
Coco|另一个人……你是说冷冻室还有别人！？
Margo|……等一下，艾玛。
Margo|假设那里还有另一个人……这个人有办法打开地下的门吗？
Margo|不管是艾玛还是可可……还有奈叶香都打不开那扇门，不是吗？
Ema|……不，我觉得有办法打开的。
Coco|有这样的人吗？
Ema|嗯……！
Ema|在冷冻室里的一定是这个人……！
Choice|幕后黑手
Choice|典狱长
Choice|奈叶香
Ema|典狱长它应该能进去！
Coco|但是它应该开不了枪吧。
Meruru|以它的体格能开枪吗……？
Coco|就算能开枪，也不会是奈叶香的枪吧？
Meruru|应该会是更小的枪……！
Margo|……不管怎样，看来这个话题并不重要。
Ema|（话题跑偏了……！）
Ema|（再想想看……！能通过正常手续打开那扇门的，应该只有那个人才对……！）
Ema|如果是奈叶香的话，应该可以靠魔法知道怎么进那扇门吧？
Coco|等等！那打坏通风口的门进去的又是谁啊！
Ema|是……奈叶香……
Margo|那么通过正常手续打开门，带着枪进去的是？
Ema|也是……奈叶香……
Margo|……原来奈叶香有两个人啊。我都不知道她是双胞胎呢。
Coco|就算是双胞胎，也不可能同时在这个岛上啊。
Ema|（被骂了……！）
Ema|（再想想看……！能通过正常手续打开那扇门的，应该只有那个人才对……！）
Ema|如果进去的人是这个监牢的幕后黑手……那么这人应该能自由进出地下的门才对。
Ema|至少，在地下室里应该有【通过通风口进入的人】和【带着枪通过门进入的人】这两个人。
Ema|并且我认为，用枪打坏盖子通过通风口的应该就是奈叶香。
Ema|（如果奈叶香事先用魔法知道了进入方法，就不会采取这么强硬的方式了吧……）
Ema|所以把奈叶香的枪带到冷冻室的就是【幕后黑手】……
Ema|大概，是那个人射出了留在冷冻室冰块上的子弹，和不知道打到哪里去的第三颗子弹……总共两颗。
Ema|（……如果是这样的话，最后一颗子弹打中的地方会是……）
Margo|……我明白你想说什么了，艾玛。
Ema|欸……
Margo|确实如你所说，如果奈叶香是在地下死的，那很可能有其他人参与其中。
Margo|……但是，刚才我已经解释过，为什么这是不可能的了，对吧？
Margo|艾玛，你能打破这层【壁垒】吗？
Ema|（玛格……是不是稍微相信了我说的话呢……？）
Ema|（说不定玛格也很在意子弹数量对不上这一点……）
Ema|（总之……现在有人认真听我说话，这是个机会！）
Ema|（而且不知为什么……）
Ema|（总感觉我现在能打破玛格所说的【壁垒】……！）
Margo|奈叶香是在处刑台上被发现的。而通往处刑台的唯一入口，审判庭，从10点开始一直有至少两个人在场。
Margo|但是艾玛说她看着奈叶香在更早时候进入了地下……
Margo|如果艾玛说的是真的……那么奈叶香根本就不可能进入处刑台，更不可能死在那里。
Ema|……但、但是，奈叶香所在的处刑台从早上开始就应该停在地下吧？因为亚里沙所在的处刑台在地上……
Margo|没错。
Ema|那么，从地下移动到处刑台的可能性是存在的吧……！
Margo|地下不是有能看到处刑台的【小窗】吗？既然有窗户，从物理距离来说，地下和处刑台之间的距离应该很短。
Margo|但是……我们真的有路过去吗？可可，你怎么看？
Coco|绝对不可能！根本就没有路！当然，也没有什么暗道！
Coco|小窗绝对过不去！那么小的口子，除非是猫才能过去！
Coco|那奈叶香到底是怎么过去的啊！？
Meruru|看来艾玛小姐的推理确实有些勉强呢……
Ema|（……不可能是这样。奈叶香没有到地上来，这是我亲眼所见的……）
Ema|（那么奈叶香是怎么移动过去的呢……？）
Ema|（如果不能证明奈叶香有移动的方法，那凶手就只可能是我了……！必须找出其他可能性……！）
Choice|有可以进去的时间段
|返回
Choice|奈叶香变成了猫
Choice|奈叶香变小了
Choice|典狱长能通过
Ema|会不会有一个时间段能让奈叶香前往地下的处刑台呢……？
Margo|可是根据艾玛的说法，奈叶香今天早上还活着对吧？
Ema|是、是这样没错……
Margo|但是处刑台只在昨晚9点和今早9点移动过……
Margo|那么，艾玛的证词和典狱长手中的处刑台操作记录不是有矛盾吗？
Ema|唔唔……！？
Coco|……哎，想找典狱长吵架那随便你。
Coco|不过我看你也没有证据证明典狱长在撒谎吧？
Ema|这个……确实是。
Margo|那么我们就认定艾玛是说谎的凶手了，可以吗？
Ema|那可不行……！
Ema|（处刑台的操作记录应该是我和奈叶香按下控制面板的时间，这个应该没错……）
Ema|（……不过【奈叶香今早还活着】而且【进入了地下的冷冻室】这是毋庸置疑的）
Ema|（那么奈叶香是如何【从地下的冷冻室进入无法进入的处刑台，并且遇害的】呢。必须结合证据的矛盾来思考……！）
Ema|那么……奈叶香有没有可能是变成了猫呢？说到魔女的使魔，猫不是很常见吗……
Coco|为什么你会想到这个啊！
Ema|因、因为如果不变身成小动物的话就说不通啊，所以我只能这么想了！
Ema|说不定真的有这种魔法或者药物呢……！
Margo|【真是够丢人的，樱羽艾玛】。
Margo|……如果是奈叶香的话，一定会这样说，然后露出傻眼的表情吧♡
Ema|（甚至模仿出奈叶香的声音对我翻白眼……！）
Ema|（……不过【奈叶香今早还活着】而且【进入了地下的冷冻室】这是毋庸置疑的）
Ema|（那么奈叶香是如何【从地下的冷冻室进入无法进入的处刑台，并且遇害的】呢。必须结合证据的矛盾来思考……！）
Ema|典狱长的话应该能过去吧……！？
Margo|艾玛，我们现在讨论的是奈叶香能不能通过那里哦？
Coco|就算典狱长能通过那又怎样！笨蛋！
Ema|（被直接骂了……！）
Ema|（……不过【奈叶香今早还活着】而且【进入了地下的冷冻室】这是毋庸置疑的）
Ema|（那么她是如何【从地下的冷冻室进入无法进入的处刑台，并且遇害的】呢。必须结合证据的矛盾来思考……！）
Ema|如果奈叶香必须变小才能通过那里的话……
Ema|……奈叶香一定是变小了！
Coco|啊！？怎么可能！奈叶香的魔法不是那什么看到过去吗！
Coco|奈叶香变小了……你说她到底是怎么变小的！！
Ema|这、这……！
Ema|（得好好思考……！）
Ema|（如果说没有其他路的话……就只能考虑【能够通过那条路的方法】了……！）
Ema|（回想一下我们至今调查过和讨论过的内容……）
Margo|奈叶香到底是不是被人杀害的呢……光看外表看不出来呢。
Ema|（和玛格说的一样，没有明显外伤，死因不明……）
Ema|所以把奈叶香的枪带到冷冻室的就是【幕后黑手】……
Ema|大概，是那个人射出了留在冷冻室冰块上的子弹，和不知道打到哪里去的第三颗子弹……总共两颗。
Ema|（……如果是这样的话，最后一颗子弹打中的地方会是……）
Ema|（……难、难道奈叶香她……！）
Coco|怎么突然不说话了！就说奈叶香根本不可能变小……
Ema|不。奈叶香……是被人变小了。
Coco|……啊？
Ema|凶手让奈叶香变小的方法……那就是……
Choice|其他人的魔法
Choice|切碎了
Choice|特殊的物品
Ema|我觉得是通过其他人的魔法变小的……！
Ema|如果是被其他人变小的话，就不会有任何问题了！
Meruru|……呃，到目前为止具体魔法能力还不明确的人，只有艾玛小姐你一个……
Coco|如果说艾玛亲能使用那种魔法的话，那我就没疑问了。
Margo|既然如此，我可以认定艾玛是凶手吗？
Ema|（不、不可以……！！）
Ema|（……重新思考一下吧）
Ema|（奈叶香的尸体没有外伤……）
Ema|（但是……有一颗子弹去向不明……）
Ema|（如果那颗子弹还在奈叶香身上的话……那么她的身体就存在致命的矛盾……！）
Ema|我想可能存在能让人变小的特殊物品……！这里毕竟是监牢，存放着些神秘物品也不出奇……！
Margo|那么，你说的物品具体是哪样？
Ema|呃……保险箱里有很多东西……可能是其中之一……
Margo|你想说这是那个吃药变小的名侦探的故事吗？还是迷路到奇妙国度的女孩的故事？
Coco|我们可是在讨论现实中的案件好不好！
Ema|（被当成虚构故事了……！）
Ema|（……重新思考一下吧）
Ema|（奈叶香的尸体没有外伤……）
Ema|（但是……有一颗子弹去向不明……）
Ema|（如果那颗子弹还在奈叶香身上的话……那么她的身体就存在致命的矛盾……！）
Ema|那个……她……
Ema|……………被人……碎尸了。
Coco|哈……！？什么意思……！？
Ema|奈叶香……是被一点一点地……移走的……
Ema|……如果……身体被【切成碎片】的话……就算是那个小窗也能通过了。
Coco|等……等等……等、等一下！？
Coco|这种事……怎么想都【不可能】吧！
Coco|把奈叶香的身体切成小块，然后从小窗塞进去……
Coco|这种荒唐的事怎么可能！
Margo|……而且，要碎尸的话不是会留下血迹吗？
Ema|虽、虽然是这样没错……！
Coco|……就、就算能不流血地切碎……
Coco|奈叶香的身体也会留下伤痕吧！可奈叶香的身体明明是完好无损的！
Margo|还是说……艾玛你打算说奈叶香不用受伤就能把手脚拆下来……？
Ema|（奈叶香留下的【伤口】……这与现场留下的弹痕也产生了矛盾……）
Ema|（如果说，奈叶香嘴里受伤的原因……是为了向我们传递【受伤】的信息……？）
Choice|没有流血
|返回
Choice|使用了魔法
Choice|奈叶香是魔女
Choice|奈叶香是机器人
Ema|奈叶香会不会是在被杀后，被人用液氮冻结了呢？那样的话，即使没有流血也不奇怪。
Coco|那么，她是怎么恢复原状的呢？
Ema|这个嘛……就像压实雪一样，用力紧贴在一起……
Margo|很遗憾，被切断的身体即使冻结了也无法恢复原状哦。
Ema|（确实……！）
Ema|（……那么，将奈叶香肢解后又恢复原状的方法很可能就是……）
Ema|……奈叶香已经成为魔女了。原因就是极度的压力……
Ema|成为魔女奈叶香在被肢解后，通过魔女的再生能力恢复了原状。
Ema|魔女图鉴上不是写着吗？【完全成为魔女的人，会获得无法轻易死亡的肉体】。
Coco|可是她已经死翘翘了欸。
Ema|……啊？确实……！
Coco|结果还是说不通嘛！
Margo|而且……如果魔女有那么强大的再生能力，根本就不需要处刑，只要观察伤口的恢复情况就能确定谁是魔女了吧……
Ema|（……那么，将奈叶香肢解后又恢复原状的方法很可能就是……）
Ema|如果奈叶香全身由机械组成的话，就能说得通了！
Margo|奈叶香并不是机器人，所以这个解释不成立哦。
Ema|（被不紧不慢地否定了……！）
Coco|而且不是讨论过她流血的问题吗……虽然也可能存在会流血的机器人就是了。
Ema|（……那么，将奈叶香肢解后又恢复原状的方法很可能就是……）
Ema|……凶手使用了魔法。
Coco|哈！？是谁啊！
Ema|能使用这种魔法的人……只有一个。那个人通过小窗移动了肢解后的奈叶香，并用魔法隐藏了这一切。这个人就是……
Ema|……我。
Margo|……先把魔法和肢解的问题放一边，你的意思是我们一开始就没猜错，你就是凶手，对吗？
Coco|你在说什么……！你终于疯了吗！？
Ema|对不起……让我重新想一下。
Ema|（……不行，明明答案就在眼前……但内心却拒绝选择……——）
Ema|……奈叶香自己。
Ema|真正的奈叶香已经被肢解了，我们现在看到的奈叶香，其实是幻觉。
Ema|那就是奈叶香的魔法，……【幻视】。
Coco|不对啊，奈叶香的魔法才不是幻觉系的！
Ema|对不起……让我重新想一下。
Ema|（……不行，明明答案就在眼前……但内心却拒绝选择……——）
Margo|你是说这个人能够将肢解后的奈叶香恢复原状吗？别再找一眼假的借口挣扎了好吗？
Ema|对不起……让我重新想一下。
Ema|（……不行，明明答案就在眼前……但内心却拒绝选择……——）
Ema|（这是……指控）
Ema|（但是……实在难以置信。……怎么会这样）
Ema|（可是，只可能是她做的……再也没其他可能了）
Ema|（那么……我只能指出来……）
Ema|（这也是为了奈叶香……她说过要把身后交给我守护的…………）
Ema|从奈叶香的枪射出的，还没有找到的最后一颗子弹……
Ema|实际上是射进了奈叶香体内。
Ema|奈叶香被枪杀后，曾经被肢解……
Ema|然后通过小窗被移动到处刑台上……
Ema|最后杀害奈叶香的凶手，对她使用了魔法。
Ema|那就是……【治愈伤口的魔法】。
Margo|治愈伤口的——
Coco|——魔法……！？
Ema|杀害奈叶香的凶手……只可能是你……！
Ema|……冰上梅露露！！
Meruru|……欸？
Meruru|你说……我吗？
Ema|……仔细想想，从一开始就只有梅露露能够作案。
Ema|我目送奈叶香去地下后，一直在招待所前守着，不让任何人进去。
Ema|之后，我听到发现尸体的广播通知后赶到审判庭时……玛格和可可已经在那里了。
Ema|如果她们两人中的其中一个是凶手，那么她的速度必须比我更快。
Ema|然后……梅露露你是最后才到的。
Ema|所以只有你，才有机会杀害奈叶香。
Meruru|怎、怎么会……！
Meruru|请你重新再想想！……艾玛小姐！
Ema|……欸……？
Meruru|拜托了……请大家听我解释！
Meruru|我并没有那么强大的力量，根本不可能治愈那么大的伤口……！
Meruru|而且，我从来没有想过……我能治愈尸体的伤口……！
Margo|……说起来，之前雪莉受伤的时候，梅露露也没能完全治好呢。
Margo|梅露露真的有治愈大型伤口的能力吗？
Coco|还有，你说奈叶香的身体被切成碎片……那她的衣服要怎样复原？
Margo|确实，这也是个问题。
Margo|按照艾玛的推理，凶手应该是开枪打中了奈叶香……
Margo|但是奈叶香的衣服上并没有留下被枪击的痕迹啊？
Coco|艾玛亲，你还要坚持说这是小梅干的吗？
Meruru|艾玛小姐似乎很相信自己的推理……
Meruru|但实际上，并没有证据表明奈叶香小姐的伤口被治愈了，对不对？
Meruru|艾玛小姐……我相信你……一定能拨乱反正……！
Ema|（……奈叶香留下的【口腔内的伤口】，如果其中的真相就是梅露露的魔法……）
Ema|（那么，奈叶香当时可能已经受伤了……！如果能证明这一点就好了……！）
Choice|衣服也复原了
|返回
Choice|子弹还留在体内
Choice|不是梅露露干的
Choice|不需要证据
Ema|奈叶香的枪里不见了的那一颗子弹……应该是射进了奈叶香体内。
Ema|所以奈叶香的体内应该还留有子弹！如果能找到它的话……！
Margo|怎么找？
Ema|欸？
Margo|就算子弹真的留在奈叶香体内……你知道它在哪里吗？
Margo|要现在搅碎她的尸体，来找那颗子弹吗？
Ema|那、那个……！可以用金属探测器……！
Coco|那金属探测器上哪找！天上掉下来吗！？
Ema|（看来确实没有办法找到……！）
Ema|（有没有什么办法能解释梅露露的能力呢……？）
Ema|（就算不能当作直接的证据……只要能累积一些可能性，说得动玛格和可可的话……！）
Ema|我明白了……！说不定梅露露并没有杀害奈叶香！
Coco|啊？所以是哪样？奈叶香是无缘无故死掉的？
Ema|不，我的意思是……她没有直接杀人……但可能做了其他事间接害死了……
Coco|到底杀没杀！！讲得太模糊了吧！
Ema|（看来我有点偏离方向了……！）
Ema|（有没有什么办法能解释梅露露的能力呢……？）
Ema|（就算不能当作直接的证据……只要能累积一些可能性，说得动玛格和可可的话……！）
Ema|不需要证明奈叶香的伤口被治愈了。
Ema|因为要让奈叶香的尸体通过地下处刑台的小窗，就必须先把她切成碎片再治愈。
Margo|但这只有在艾玛的证词正确的情况下才成立哦？
Margo|如果是艾玛杀了奈叶香，就不需要用到这些把戏了。
Coco|而且……就算小梅能完美地治愈伤口，艾玛亲的推理也有很多地方解释不通吧？
Coco|你是不是推理得太强硬了？
Ema|（确实没拿出足够的证据……！）
Ema|（有没有什么办法能解释梅露露的能力呢……？）
Ema|（就算不能当作直接的证据……只要能累积一些可能性，说得动玛格和可可的话……！）
Ema|我想……梅露露肯定连衣服都“治愈”了。
Coco|哈啊！？你是说她一针一线地缝补了！？
Margo|艾玛，这也太牵强了吧。能修补到连被枪击的痕迹都不留，简直就是魔法。
Ema|……没错，就是魔法。
Margo|……欸？
Ema|证明梅露露是强大的魔法使用者，甚至无机物都能“治愈”的证据……就是这个！
Ema|救急箱里备有缝纫用的工具……
Ema|也就是说，梅露露是能完美修复任何衣物的【裁缝魔女】！
Margo|驳回。
Ema|（被一票否定了……！）
Ema|（看来确实不可能是手工修复的……）
Ema|（但我总觉得在哪里见过……！【无机物被“治愈”的可能性】……！）
Meruru|……我觉得这个证据并不能【证明我修复了衣服】……
Meruru|艾玛小姐……你为什么要怀疑我呢……？
Ema|（好心痛……！）
Ema|（但我总觉得在哪里见过……！【无机物被“治愈”的可能性】……！）
Ema|我第一次进地下操作室的时候……不小心把控制面板摔坏了。
Coco|哈？你好坏。
Ema|我、我当时太慌张了……！不是故意弄坏的啦……！
Ema|不过，这里有个奇怪的地方。
Ema|因为刚才我和可可一起再去地下的时候……那个控制面板已经恢复原样了。
Coco|……确实看着没坏。所以你的意思是？
Ema|虽然只是猜测……但梅露露的魔法可能超级厉害，连非生物都能“治愈”。
Ema|所以梅露露是用魔法修好了我在地下弄坏的控制面板！
Margo|你是想说梅露露的魔法强大到【连机器都能“治愈”】，对吗？
Ema|嗯。这么一来，奈叶香的衣服上没有破损或血迹也就说得通了！
Margo|……如果你说的是真的，那就意味着梅露露一直在假装自己的魔法很弱，是这个意思吗？
Ema|嗯，一定是的。她一直在小心控制，就是为了不被发现……！
Margo|……她是这么说的。梅露露，你怎么说？
Meruru|她、她说的，不可能是事实……！这只是艾玛小姐的臆想而已……！我一直……都是拼尽全力的……！
Coco|……那么，艾玛亲有什么证据吗？证明小梅在说谎的证据。
Coco|我们可没见过那个【摔坏的控制面板】哦？
Ema|这、这个……！……现在是没有证据，可是……！
Meruru|……对啊！艾玛小姐的推理全都是从她自己的角度出发的……！
Meruru|艾玛小姐一定是误会了什么……说不定她看见的其实是幻觉……！
Ema|才、才没有！
Meruru|艾玛小姐……请你清醒一点！
Meruru|我什么都没做……！艾玛小姐的推理太离谱了……说不定艾玛小姐是被谁操控了……！
Ema|才没有操控……！我只是逐一验证了发生过的事，然后把它们串联起来而已……！
Margo|……不过，梅露露说的确实有一定道理。
Margo|就算奈叶香真的有办法穿过地下设施的墙壁，或者艾玛提出的情报都是真实的……
Margo|但……我们没有任何一件直接证据表明梅露露杀害了奈叶香，不是吗？
